OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
24448,2016,NonResidential,Mixed Use Property,"Automobili Italiane, Inc.",EAST,1913,1.0,1,36000,0,36000,Parking,59.0,1280845.875,0.0,763041.0,399122.0,26.52,0.74
24451,2016,NonResidential,Warehouse,LOFT BUILDING,EAST,1915,1.0,2,43200,0,43200,Non-Refrigerated Warehouse,38.0,2061027.625,0.0,1155595.0,774256.0,49.18,1.14
24458,2016,NonResidential,Small- and Mid-Sized Office,Turner,GREATER DUWAMISH,1913,1.0,4,53840,12870,40970,Office,71.0,3034711.5,0.0,2337197.0,575257.0,46.85,0.87
24461,2016,NonResidential,Retail Store,Outdoor Emporium,GREATER DUWAMISH,1975,1.0,1,43794,0,43794,Retail Store,88.0,1278856.25,0.0,831084.0,333454.0,23.5,0.54
24472,2016,NonResidential,Warehouse,Old Pipe Building,GREATER DUWAMISH,1968,1.0,1,48280,0,48280,Non-Refrigerated Warehouse,18.0,3123892.75,0.0,1407161.0,1294673.0,78.57,1.63
24479,2016,NonResidential,Supermarket / Grocery Store,Safeway 0423 - 35th Ave,NORTHEAST,1965,1.0,1,32822,0,32822,Supermarket/Grocery Store,42.0,9134359.0,0.0,5408701.0,3431110.0,219.93,6.7
24484,2016,NonResidential,Worship Facility,Messiah Lutheran Church,NORTHEAST,1950,1.0,2,20385,0,20385,Worship Facility,65.0,908877.375,0.0,193858.0,615434.0,34.04,1.67
24485,2016,NonResidential,Worship Facility,Sand Point Community Church,NORTHEAST,1946,1.0,1,24295,0,24295,Worship Facility,53.0,227074.2969,0.0,216115.0,0.0,1.51,0.06
24488,2016,NonResidential,Small- and Mid-Sized Office,Hawthorne Hills Professional Center,NORTHEAST,1967,1.0,2,20317,0,20317,Office,83.0,633770.5,0.0,620994.0,0.0,4.33,0.21
24493,2016,NonResidential,Supermarket / Grocery Store,Metropolitan Market,NORTHEAST,1973,1.0,1,24377,0,24377,Supermarket/Grocery Store,6.0,10133933.0,0.0,5697593.0,4153667.0,260.32,10.68
24514,2016,NonResidential,Supermarket / Grocery Store,OAKTREE PLAZA ASSOC,NORTHWEST,1986,0.0,1,45155,0,45155,Supermarket/Grocery Store,6.0,6732712.5,0.0,4244454.0,2429726.0,158.63,3.51
24531,2016,NonResidential,Warehouse,Kenyon Industrial Park Building D,GREATER DUWAMISH,1966,1.0,1,32000,0,32000,Non-Refrigerated Warehouse,3.0,2340055.75,0.0,1611215.0,574933.0,41.77,1.31
24532,2016,NonResidential,Warehouse,Kenyon Industrial Park Building B,GREATER DUWAMISH,1970,1.0,1,44000,0,44000,Non-Refrigerated Warehouse,15.0,4947630.5,0.0,1148123.0,3154333.0,175.53,3.99
24534,2016,NonResidential,Warehouse,Kenyon Business Park Building A,GREATER DUWAMISH,1973,1.0,1,36000,0,36000,Non-Refrigerated Warehouse,44.0,3253334.25,0.0,494348.0,2277473.0,124.4,3.46
24538,2016,NonResidential,Warehouse,Cloverdale Business Park Building C,GREATER DUWAMISH,1979,1.0,1,48020,0,48020,Non-Refrigerated Warehouse,71.0,2567827.75,0.0,1450508.0,923060.0,59.14,1.23
24539,2016,NonResidential,Warehouse,Cloverdale Business Park Building E,GREATER DUWAMISH,1979,1.0,1,27420,0,27420,Non-Refrigerated Warehouse,55.0,1340563.125,0.0,507743.0,668599.0,39.05,1.42
24547,2016,NonResidential,K-12 School,Islamic School of Seattle,CENTRAL,1929,1.0,2,24152,0,24152,K-12 School,100.0,161363.4063,0.0,161363.0,0.0,1.12,0.05
24560,2016,NonResidential,K-12 School,Our Lady of the Lake School,NORTHEAST,1949,1.0,2,43645,0,43645,K-12 School,71.0,2332477.5,0.0,518880.0,1535077.0,85.15,1.95
24563,2016,NonResidential,Retail Store,Store #5216_8500 35Th Avenue Ne,NORTHEAST,1952,1.0,1,26853,0,26853,Retail Store,68.0,1453484.75,0.0,1145340.0,253723.0,21.46,0.8
24587,2016,NonResidential,Warehouse,Lander Station Business Park,GREATER DUWAMISH,1992,1.0,1,29394,0,29394,Non-Refrigerated Warehouse,60.0,1597845.25,0.0,1141948.0,344734.0,26.27,0.89
24589,2016,NonResidential,Warehouse,A2A LLC,GREATER DUWAMISH,1926,1.0,2,20400,0,20400,Non-Refrigerated Warehouse,69.0,501439.6875,0.0,241070.0,197487.0,12.17,0.6
24591,2016,NonResidential,Small- and Mid-Sized Office,2724 1st Avenue South,GREATER DUWAMISH,1926,1.0,1,20460,0,20460,Office,16.0,903541.875,0.0,903542.0,0.0,6.3,0.31
24598,2016,NonResidential,Refrigerated Warehouse,bnr corporation,GREATER DUWAMISH,1955,1.0,2,21870,0,21870,Refrigerated Warehouse,45.0,1067194.5,0.0,1074350.0,0.0,7.49,0.34
24600,2016,NonResidential,Medical Office,Navos Psychiatric Hospital,DELRIDGE,1970,1.0,1,43615,0,43615,Medical Office,89.0,3389213.25,0.0,1302454.0,1831396.0,106.35,2.44
24601,2016,NonResidential,Small- and Mid-Sized Office,Navos Erlick Perez,DELRIDGE,1970,1.0,3,36879,0,36879,Office,26.0,1196289.375,0.0,1144267.0,0.0,7.98,0.22
24603,2016,NonResidential,Warehouse,20731-West Seattle / Delridge Way SW,DELRIDGE,1982,1.0,2,36600,0,36600,Non-Refrigerated Warehouse,80.0,320606.5938,0.0,308400.0,0.0,2.15,0.06
24629,2016,NonResidential,Warehouse,Tri-North,GREATER DUWAMISH,1941,1.0,1,48890,0,48890,Non-Refrigerated Warehouse,49.0,2315404.0,0.0,1082370.0,1017846.0,61.6,1.26
24630,2016,NonResidential,Small- and Mid-Sized Office,UFCW21 Building,GREATER DUWAMISH,2000,1.0,3,43473,0,43473,Office,3.0,4416909.5,0.0,4416909.0,0.0,30.79,0.71
24636,2016,NonResidential,Retail Store,Westwood Village - Building E,DELRIDGE,1990,1.0,1,40265,0,40265,Retail Store,19.0,3766310.0,0.0,3536625.0,203748.0,35.48,0.88
24640,2016,NonResidential,Retail Store,Westwood Village - Building F,DELRIDGE,2005,1.0,1,26208,0,26208,Retail Store,79.0,1761050.125,0.0,1036767.0,572117.0,37.61,1.44
24711,2016,NonResidential,Small- and Mid-Sized Office,Fobes Building - 558,DOWNTOWN,1910,1.0,5,32250,0,32250,Office,92.0,866241.875,0.0,668479.0,127563.0,11.44,0.35
24653,2016,NonResidential,Retail Store,(ID24653) Greenwood Shopping Center,NORTHWEST,1953,1.0,1,51000,0,51000,Retail Store,95.0,1330840.875,0.0,1187021.0,111019.0,14.17,0.28
24708,2016,NonResidential,Small- and Mid-Sized Office,820,GREATER DUWAMISH,1920,1.0,2,20150,0,20150,Office,80.0,592196.6875,0.0,576174.0,0.0,4.02,0.2
24712,2016,NonResidential,Small- and Mid-Sized Office,Fobes Building - 562,DOWNTOWN,1909,1.0,7,36000,0,36000,Office,40.0,1682454.875,0.0,1682455.0,0.0,11.73,0.33
24720,2016,NonResidential,Small- and Mid-Sized Office,Guardian Security Systems,GREATER DUWAMISH,1927,1.0,1,22580,0,22580,Office,90.0,937950.625,0.0,859792.0,68793.0,9.65,0.43
24725,2016,NonResidential,Warehouse,Seattle Curtain Mfg Co,CENTRAL,1926,1.0,1,20000,0,20000,Non-Refrigerated Warehouse,18.0,877874.875,0.0,129264.0,614264.0,33.52,1.68
24769,2016,NonResidential,Senior Care Community,Aljoya Thornton Place,NORTH,2009,1.0,6,244500,0,244500,Senior Care Community,100.0,11314740.0,0.0,6338614.0,4681026.0,292.8,1.2
24781,2016,NonResidential,Retail Store,Grainger Branch 756,GREATER DUWAMISH,1964,1.0,1,37247,0,37247,Retail Store,69.0,1988034.875,0.0,747998.0,1000646.0,58.36,1.57
24803,2016,NonResidential,Retail Store,"JG Crown Hill, LLC",BALLARD,1993,1.0,1,25384,0,25384,Retail Store,11.0,3207111.5,0.0,1811508.0,1216359.0,77.23,3.04
24822,2016,NonResidential,Small- and Mid-Sized Office,1943 First Avenue,GREATER DUWAMISH,1910,0.0,3,49052,0,49052,Office,96.0,1441445.625,0.0,1441445.0,0.0,10.05,0.2
24823,2016,NonResidential,Warehouse,Millwork Supply,GREATER DUWAMISH,1900,1.0,2,52110,0,52110,Non-Refrigerated Warehouse,34.0,671037.375,0.0,130124.0,456465.0,25.15,0.48
24825,2016,NonResidential,Small- and Mid-Sized Office,2233 Building,GREATER DUWAMISH,1910,1.0,2,20970,0,20970,Office,100.0,233531.9063,0.0,117680.0,86819.0,5.43,0.26
24840,2016,NonResidential,Small- and Mid-Sized Office,KR Trigger Building,GREATER DUWAMISH,1923,1.0,1,26310,0,26310,Office,96.0,841208.1875,0.0,563096.0,208417.0,14.99,0.57
24857,2016,NonResidential,Retail Store,(ID24857) EMPIRE CENTER,SOUTHEAST,1966,1.0,1,37883,0,37883,Retail Store,88.0,12869714.0,0.0,5359975.0,7074617.0,413.1,10.9
24862,2016,NonResidential,K-12 School,Our Lady of Guadalupe School,DELRIDGE,1962,1.0,3,29874,0,29874,K-12 School,95.0,1478408.125,0.0,290239.0,983811.0,54.27,1.82
24868,2016,NonResidential,Worship Facility,Magnolia,MAGNOLIA / QUEEN ANNE,1965,1.0,1,20140,0,20140,Worship Facility,35.0,1164370.875,0.0,122390.0,870405.0,47.08,2.34
24886,2016,NonResidential,Small- and Mid-Sized Office,RCC,CENTRAL,1971,1.0,2,39953,0,39953,Office,93.0,1608929.125,0.0,1128549.0,380013.0,28.05,0.7
24893,2016,NonResidential,Retail Store,Promenade North 1,CENTRAL,1998,1.0,2,21200,0,21200,Retail Store,15.0,1652954.75,0.0,1676426.0,0.0,11.69,0.55
24895,2016,NonResidential,Supermarket / Grocery Store,Promenade South 1,CENTRAL,1980,1.0,1,30630,0,30630,Supermarket/Grocery Store,27.0,6194518.0,0.0,6058493.0,0.0,42.24,1.38
24896,2016,NonResidential,Retail Store,Promenade South 2,CENTRAL,1980,1.0,2,23421,0,23421,Retail Store,25.0,1955353.0,0.0,1896626.0,0.0,13.22,0.56
24909,2016,NonResidential,Worship Facility,Ballard First Lutheran Church,BALLARD,1928,1.0,2,24120,0,24120,Worship Facility,66.0,1024822.188,0.0,344302.0,548751.0,31.54,1.31
24911,2016,NonResidential,Worship Facility,Trinity United Methodist Church,BALLARD,1929,1.0,3,35736,0,35736,Worship Facility,88.0,1342448.875,0.0,213096.0,935106.0,51.15,1.43
24943,2016,NonResidential,Warehouse,24943-60S-E,GREATER DUWAMISH,1941,1.0,1,51050,0,51050,Non-Refrigerated Warehouse,10.0,1355995.25,0.0,787054.0,419112.0,27.75,0.54
24948,2016,NonResidential,Retail Store,(ID24948) BARGREEN-ELLINGSON,GREATER DUWAMISH,1954,1.0,2,21900,0,21900,Retail Store,40.0,1439042.25,0.0,574237.0,727956.0,42.66,1.95
24955,2016,NonResidential,Distribution Center,3420/3430 E. Marginal Way Whse,GREATER DUWAMISH,1952,1.0,1,16300,0,16300,Distribution Center,100.0,150167.7969,0.0,138179.0,11989.0,1.6,0.1
24958,2016,NonResidential,Warehouse,3401 Colorado Ave S. Whse,GREATER DUWAMISH,1964,1.0,1,33462,0,33462,Non-Refrigerated Warehouse,1.0,1386445.375,0.0,1386445.0,0.0,9.67,0.29
25000,2016,NonResidential,Warehouse,KLC GROUP LLC,DOWNTOWN,1930,1.0,1,23903,0,23903,Non-Refrigerated Warehouse,65.0,486884.9063,0.0,166749.0,248616.0,14.37,0.6
25115,2016,NonResidential,Worship Facility,Bethel Presbyterian Church,NORTHWEST,1951,1.0,2,21936,0,21936,Worship Facility,96.0,686216.5,0.0,77010.0,531746.0,28.78,1.31
25148,2016,NonResidential,Small- and Mid-Sized Office,EJ and J Pacific,SOUTHEAST,1967,1.0,2,23250,0,23250,Office,55.0,888432.5,0.0,904236.0,0.0,6.3,0.27
25163,2016,NonResidential,Warehouse,McKinstry SEA - 4800 Denver Warehouse,GREATER DUWAMISH,1960,1.0,1,30000,0,30000,Non-Refrigerated Warehouse,32.0,3246531.0,0.0,600754.0,2194083.0,120.72,4.02
25222,2016,NonResidential,Mixed Use Property,Olive 8,DOWNTOWN,2009,1.0,39,1074552,112124,962428,Multifamily Housing,65.0,26932200.0,0.0,20663978.0,5752789.0,449.59,0.42
25268,2016,NonResidential,Small- and Mid-Sized Office,(ID25268) LANDMARK BUILDING,NORTH,1980,1.0,4,23022,0,23022,Office,78.0,1075427.75,0.0,865244.0,161987.0,14.64,0.64
25276,2016,NonResidential,Warehouse,Pedersens Rentals,GREATER DUWAMISH,1962,1.0,1,31569,0,31569,Non-Refrigerated Warehouse,12.0,3344952.0,0.0,804992.0,2259047.0,125.59,3.98
25277,2016,NonResidential,Warehouse,Pedersen Party Rentals,GREATER DUWAMISH,1956,1.0,1,22509,0,22509,Non-Refrigerated Warehouse,57.0,177812.7969,0.0,177813.0,0.0,1.24,0.06
25278,2016,NonResidential,Warehouse,(ID25278) 4400 BUILDING,GREATER DUWAMISH,1956,1.0,1,39984,0,39984,Non-Refrigerated Warehouse,75.0,1163530.25,0.0,437302.0,635854.0,36.82,0.92
25325,2016,NonResidential,Worship Facility,All Pilgrims Christian Church,EAST,1906,1.0,1,26440,0,26440,Worship Facility,91.0,826275.1875,0.0,223375.0,496530.0,27.93,1.06
25371,2016,NonResidential,K-12 School,Epiphany School,CENTRAL,2009,4.0,2,28500,0,28500,K-12 School,92.0,1300765.5,0.0,717507.0,445054.0,28.64,1.0
25462,2016,NonResidential,Small- and Mid-Sized Office,1848 Building,LAKE UNION,1949,1.0,3,23355,0,23355,Office,77.0,840549.375,0.0,840549.0,0.0,5.86,0.25
25464,2016,NonResidential,Small- and Mid-Sized Office,Waterworks Offices + Marina,MAGNOLIA / QUEEN ANNE,1965,1.0,4,30840,0,30840,Office,30.0,3840161.75,0.0,1884294.0,1658414.0,101.21,3.28
25513,2016,NonResidential,Worship Facility,St. Therese Parish,CENTRAL,1900,1.0,1,21850,0,21850,Worship Facility,100.0,359962.5938,0.0,82056.0,235738.0,13.09,0.6
25540,2016,NonResidential,Hotel,Pioneer Square Hotel,DOWNTOWN,1914,1.0,4,45500,0,45500,Hotel,77.0,2934339.25,941139.6875,1069553.0,788902.0,122.0,2.68
25553,2016,NonResidential,Hotel,J & M HOTEL BUILDING (ID25553),DOWNTOWN,1900,1.0,3,25450,0,25450,Hotel,99.0,492844.5938,0.0,503745.0,0.0,3.51,0.14
25567,2016,NonResidential,Warehouse,1109 N NORTHLAKE WAY,LAKE UNION,1938,1.0,1,23050,0,23050,Non-Refrigerated Warehouse,27.0,486485.3125,0.0,466673.0,0.0,3.25,0.14
25572,2016,NonResidential,Retail Store,PETCO,NORTHEAST,1930,1.0,1,46059,0,46059,Retail Store,82.0,1656820.0,0.0,1374074.0,208582.0,20.66,0.45
25635,2016,NonResidential,Medical Office,Seattle Healing Arts,NORTHEAST,1970,1.0,2,23595,0,23595,Medical Office,72.0,823716.875,0.0,799401.0,18009.0,6.53,0.28
25657,2016,NonResidential,Small- and Mid-Sized Office,Herman Blumenthal Building,DOWNTOWN,1900,1.0,3,28142,0,28142,Office,96.0,911154.125,340615.5938,414101.0,92381.0,34.08,1.21
25659,2016,NonResidential,Small- and Mid-Sized Office,Union Trust Building,DOWNTOWN,1902,1.0,4,39030,0,39030,Office,99.0,773324.6875,0.0,524342.0,188985.0,13.69,0.35
25661,2016,NonResidential,Small- and Mid-Sized Office,Buttnick City Loan,DOWNTOWN,1909,0.0,3,47215,0,47215,Office,58.0,2136896.0,0.0,1597575.0,991813.0,63.81,1.35
25671,2016,NonResidential,Retail Store,Capital Hill,EAST,1916,1.0,2,36940,0,36940,Retail Store,100.0,336745.4063,0.0,336745.0,0.0,2.35,0.06
25673,2016,NonResidential,Retail Store,The Ford Building,EAST,1920,1.0,1,30240,0,30240,Retail Store,78.0,1316900.75,0.0,1061362.0,203265.0,18.19,0.6
25713,2016,NonResidential,Small- and Mid-Sized Office,International Building,DOWNTOWN,1979,1.0,3,35202,0,35202,Office,2.0,3605755.5,0.0,3605755.0,0.0,25.14,0.71
25737,2016,NonResidential,Senior Care Community,FAERLAND TERRACE,EAST,1969,1.0,6,95117,26082,69035,Senior Care Community,1.0,7437745.0,0.0,4307003.0,2895138.0,183.79,1.93
25743,2016,NonResidential,Worship Facility,(ID25743) FIRST COVENANT CHURCH,EAST,1910,1.0,2,24600,0,24600,Worship Facility,69.0,347690.5938,0.0,258312.0,72748.0,5.66,0.23
25772,2016,NonResidential,Hospital,Park West Skilled Nursing,SOUTHWEST,1961,0.0,3,54863,0,54863,Hospital (General Medical & Surgical),100.0,2066851.25,0.0,2037720.0,0.0,14.21,0.26
25847,2016,NonResidential,Small- and Mid-Sized Office,Pine Building,EAST,1917,1.0,3,27544,0,27544,Office,94.0,1092060.75,0.0,810115.0,221553.0,17.41,0.63
25914,2016,NonResidential,Supermarket / Grocery Store,Safeway 1551 - E John St,EAST,1998,1.0,1,44739,0,44739,Supermarket/Grocery Store,17.0,15006878.0,0.0,8270312.0,6315500.0,393.07,8.79
25935,2016,NonResidential,Worship Facility,Philadelphia church,BALLARD,1956,1.0,2,21562,0,21562,Worship Facility,20.0,1000251.875,0.0,189790.0,677016.0,37.28,1.73
25965,2016,NonResidential,Senior Care Community,Park Shore Senior Living,EAST,1963,1.0,16,153312,0,153312,Senior Care Community,51.0,22092840.0,0.0,6566843.0,14061838.0,792.6,5.17
25992,2016,NonResidential,Mixed Use Property,2201 / Enso Condominiums - SEDO,DOWNTOWN,2009,1.0,19,1206670,201857,1004813,Office,87.0,27917688.0,0.0,23343425.0,4341053.0,393.29,0.33
26002,2016,NonResidential,Worship Facility,IGLESIA NI CRISTO,SOUTHEAST,1968,1.0,1,24200,0,24200,Worship Facility,73.0,900697.125,0.0,466335.0,360154.0,22.38,0.92
26098,2016,NonResidential,K-12 School,Christ the King Middle School,NORTHWEST,1938,1.0,2,23222,0,23222,K-12 School,62.0,1331981.25,0.0,210763.0,1009100.0,55.06,2.37
26125,2016,NonResidential,K-12 School,Northwest School,EAST,1904,1.0,3,60000,0,60000,K-12 School,52.0,3928621.25,0.0,1537012.0,2088395.0,121.63,2.03
26139,2016,NonResidential,Other,Salal Credit Union,MAGNOLIA / QUEEN ANNE,1980,1.0,3,30408,0,30408,Bank Branch,61.0,1469861.875,0.0,1440554.0,0.0,10.04,0.33
26146,2016,NonResidential,Small- and Mid-Sized Office,McHugh,MAGNOLIA / QUEEN ANNE,1920,1.0,3,30109,0,30109,Office,89.0,1589657.75,0.0,949635.0,516161.0,34.03,1.13
26154,2016,NonResidential,Small- and Mid-Sized Office,Queen Anne Evangelical Lutheran Church,MAGNOLIA / QUEEN ANNE,1960,1.0,2,25481,0,25481,Office,92.0,1052797.5,0.0,219291.0,697809.0,38.59,1.51
26157,2016,NonResidential,Senior Care Community,Caroline Kline Galland Home,SOUTHEAST,1967,1.0,1,141297,0,141297,Senior Care Community,76.0,20378838.0,0.0,6797882.0,12625460.0,717.93,5.08
26183,2016,NonResidential,Small- and Mid-Sized Office,Supply Laundry Building,LAKE UNION,1912,1.0,2,27788,0,27788,Office,73.0,2127889.25,0.0,1659964.0,459842.0,35.99,1.3
26218,2016,NonResidential,Hotel,Comfort Inn and Suites,NORTHWEST,1990,1.0,4,41704,8584,33120,Hotel,73.0,1974631.125,0.0,969192.0,974707.0,58.52,1.4
26235,2016,NonResidential,Warehouse,101 S. Dakota,GREATER DUWAMISH,1941,1.0,2,22324,0,22324,Non-Refrigerated Warehouse,53.0,723060.1875,0.0,193898.0,394958.0,22.33,1.0
26254,2016,NonResidential,Small- and Mid-Sized Office,1605 Boylston,EAST,1922,1.0,3,27600,0,27600,Office,84.0,1103795.25,0.0,961739.0,110412.0,12.57,0.46
26289,2016,NonResidential,Senior Care Community,Columbia Lutheran Home,Northwest,1961,1.0,2,55974,0,55974,Senior Care Community,98.0,6412428.0,0.0,2657803.0,3477370.0,203.21,3.63
26324,2016,NonResidential,Senior Care Community,Saint Anne Nursing and Rehab Center,NORTH,1954,1.0,1,22583,0,22583,Senior Care Community,95.0,2123591.75,0.0,743706.0,1237654.0,70.92,3.14
26331,2016,NonResidential,Small- and Mid-Sized Office,Solid Ground,LAKE UNION,1997,0.0,3,31686,7358,24328,Office,35.0,2305643.5,0.0,2305643.0,0.0,16.07,0.51
26348,2016,NonResidential,Small- and Mid-Sized Office,Lake Union Place,LAKE UNION,1981,1.0,3,26694,6034,20660,Office,92.0,735909.0,0.0,720171.0,0.0,5.02,0.19
26359,2016,NonResidential,Warehouse,Hansen Bros.,NORTHWEST,1972,1.0,1,29400,0,29400,Non-Refrigerated Warehouse,69.0,227509.5,0.0,227509.0,0.0,1.59,0.05
26379,2016,NonResidential,Hotel,Georgetown Inn,GREATER DUWAMISH,1992,1.0,3,22452,0,22452,Hotel,85.0,1269576.0,0.0,524385.0,719765.0,41.88,1.87
26392,2016,NonResidential,Other,192741-University,NORTHEAST,1912,1.0,2,25767,0,25767,Bank Branch,22.0,1620383.625,0.0,1581352.0,0.0,11.02,0.43
26393,2016,NonResidential,Retail Store,4518 University,NORTHEAST,1953,1.0,4,33910,0,33910,Retail Store,75.0,1904055.75,0.0,1270124.0,552710.0,38.21,1.13
26460,2016,NonResidential,Warehouse,Mariner Square LLC,LAKE UNION,1979,1.0,2,78716,0,78716,Non-Refrigerated Warehouse,38.0,4311327.5,0.0,3680806.0,422994.0,48.13,0.61
26465,2016,NonResidential,K-12 School,St. Benedict School,LAKE UNION,1910,1.0,2,33300,0,33300,K-12 School,92.0,1903636.375,0.0,335907.0,1258827.0,69.2,2.08
26473,2016,NonResidential,Supermarket / Grocery Store,70500869 -- Wallingford,LAKE UNION,1957,1.0,1,28808,0,28808,Supermarket/Grocery Store,29.0,9450746.0,0.0,5713530.0,3519045.0,226.73,7.87
26528,2016,NonResidential,Small- and Mid-Sized Office,4701 University Way Bldg,NORTHEAST,1957,1.0,1,27966,7004,20962,Office,58.0,1181649.25,0.0,1100500.0,0.0,7.67,0.27
26529,2016,NonResidential,Supermarket / Grocery Store,Safeway 3091 - Brooklyn Ave,NORTHEAST,1950,1.0,1,26226,0,26226,Supermarket/Grocery Store,37.0,7798479.5,0.0,5349470.0,2238590.0,156.18,5.96
26535,2016,NonResidential,Mixed Use Property,2967-University District,NORTHEAST,1976,1.0,2,34948,15755,19193,Bank Branch,17.0,1223177.375,0.0,1159807.0,0.0,8.09,0.23
26593,2016,NonResidential,Small- and Mid-Sized Office,Delmar Building,DOWNTOWN,1900,1.0,4,22840,0,22840,Office,64.0,983053.375,0.0,881386.0,0.0,6.14,0.27
26596,2016,NonResidential,Small- and Mid-Sized Office,W0164 Washington Building,DOWNTOWN,1900,1.0,1,20880,0,20880,Office,94.0,683274.0,0.0,683274.0,0.0,4.76,0.23
26611,2016,NonResidential,Medical Office,Rainier Beach Medical & Dental Clinic,SOUTHEAST,2010,1.0,2,25880,0,25880,Medical Office,8.0,1956483.5,0.0,1805820.0,135908.0,19.81,0.77
26670,2016,NonResidential,Worship Facility,Calvary Christian Assembly,NORTHEAST,1950,1.0,3,46485,0,46485,Worship Facility,83.0,1689227.75,0.0,759192.0,785803.0,47.03,1.01
26681,2016,NonResidential,Small- and Mid-Sized Office,(ID#26681) RAVENNA OFFICE BLDG,NORTHWEST,1965,1.0,4,56896,0,56896,Office,96.0,1507071.5,0.0,997123.0,404925.0,28.46,0.5
26695,2016,NonResidential,Worship Facility,Church in Seattle,NORTHWEST,1978,1.0,2,27500,0,27500,Worship Facility,60.0,654455.1875,0.0,343669.0,233454.0,14.79,0.54
26705,2016,NonResidential,Small- and Mid-Sized Office,Graybar Building,DOWNTOWN,1930,1.0,2,36630,0,36630,Office,90.0,541943.3125,0.0,541943.0,0.0,3.78,0.1
26708,2016,NonResidential,Small- and Mid-Sized Office,Mottman Building,DOWNTOWN,1906,1.0,5,41920,0,41920,Office,95.0,1103594.75,0.0,1103595.0,0.0,7.69,0.18
26710,2016,NonResidential,Small- and Mid-Sized Office,Masin Building 1,DOWNTOWN,1905,1.0,5,36879,0,36879,Office,92.0,1664247.375,0.0,1186017.0,351553.0,26.94,0.73
26719,2016,NonResidential,Small- and Mid-Sized Office,220_3rd_ave_s_03262013,DOWNTOWN,1905,0.0,2,33640,0,33640,Office,70.0,1144343.125,0.0,1078536.0,0.0,7.52,0.22
26720,2016,NonResidential,Warehouse,Seattle Lighting Fixture,DOWNTOWN,1906,1.0,4,43484,0,43484,Non-Refrigerated Warehouse,18.0,1567040.75,0.0,1567041.0,0.0,10.92,0.25
26728,2016,NonResidential,Hotel,American Hotel,DOWNTOWN,1925,1.0,4,33018,0,33018,Hotel,49.0,5153234.0,0.0,1827547.0,3030034.0,173.67,5.26
26731,2016,NonResidential,Small- and Mid-Sized Office,Dearborn Bldg.,DOWNTOWN,1970,1.0,2,26510,0,26510,Office,91.0,1017753.188,0.0,893799.0,93265.0,11.18,0.42
26759,2016,NonResidential,Warehouse,Dunn Lumber Retail/Offices,LAKE UNION,1938,1.0,1,40028,0,40028,Non-Refrigerated Warehouse,80.0,942415.1875,0.0,938199.0,4216.0,6.76,0.17
26761,2016,NonResidential,Small- and Mid-Sized Office,North Lake Office Bldg.,LAKE UNION,2007,1.0,3,44510,18228,26282,Office,23.0,2250450.5,0.0,2188051.0,0.0,15.25,0.34
26773,2016,NonResidential,Worship Facility,Lake City Presbyterian Church,NORTH,1954,1.0,1,21624,0,21624,Worship Facility,90.0,730124.5,0.0,313117.0,353571.0,20.96,0.97
26838,2016,NonResidential,Hotel,Panama Hotel,DOWNTOWN,1910,1.0,5,40552,0,40552,Hotel,99.0,1377497.25,0.0,227435.0,972746.0,53.25,1.31
26849,2016,NonResidential,Retail Store,C & T BLDG,DOWNTOWN,1917,1.0,2,24550,0,24550,Retail Store,100.0,1031447.625,0.0,90201.0,114794.0,6.73,0.27
26906,2016,NonResidential,Residence Hall,4503,NORTHEAST,1929,1.0,3,22124,0,22124,Residence Hall/Dormitory,82.0,652060.0,0.0,637685.0,0.0,4.45,0.2
26909,2016,NonResidential,Residence Hall,Chi Omega Fraternity of Washington,NORTHEAST,1926,1.0,3,27487,0,27487,Residence Hall/Dormitory,82.0,1753311.875,0.0,406046.0,1188459.0,65.95,2.4
26911,2016,NonResidential,Residence Hall,Sigma Chi Fraternity,NORTHEAST,1926,1.0,4,23616,0,23616,Residence Hall/Dormitory,55.0,1771038.0,0.0,743927.0,912493.0,53.65,2.27
26922,2016,NonResidential,Residence Hall,Upstairs Downstairs Apartments,NORTHEAST,1976,1.0,3,33448,0,33448,Residence Hall/Dormitory,78.0,1073833.25,0.0,998633.0,0.0,6.96,0.21
26930,2016,NonResidential,Senior Care Community,Seattle Keiro,CENTRAL,1987,1.0,2,74840,0,74840,Senior Care Community,48.0,8485438.0,0.0,4111042.0,4157454.0,249.46,3.33
26939,2016,NonResidential,K-12 School,First Place,CENTRAL,1925,1.0,2,22344,0,22344,K-12 School,40.0,1663727.125,0.0,555586.0,967011.0,55.23,2.47
26997,2016,NonResidential,Mixed Use Property,Trader Joes/AAA,NORTHEAST,1999,1.0,2,32928,0,32928,Parking,9.0,5652231.0,0.0,5652230.0,0.0,39.4,1.2
27007,2016,NonResidential,Worship Facility,Seattle Community Church,NORTHEAST,1954,1.0,2,20039,0,20039,Worship Facility,100.0,104722.2969,0.0,104722.0,0.0,0.73,0.04
