OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
1,2016,NonResidential,Hotel,Mayflower park hotel,DOWNTOWN,1927,1.0,12,88434,0,88434,Hotel,60.0,7456910.0,2003882.0,3946027.0,1276453.0,249.98,2.83
2,2016,NonResidential,Hotel,Paramount Hotel,DOWNTOWN,1996,1.0,11,103566,15064,88502,Hotel,61.0,8664479.0,0.0,3242851.0,5145082.0,295.86,2.86
3,2016,NonResidential,Hotel,5673-The Westin Seattle,DOWNTOWN,1969,1.0,41,956110,196718,759392,Hotel,43.0,73937112.0,21566554.0,49526664.0,1493800.0,2089.28,2.19
5,2016,NonResidential,Hotel,HOTEL MAX,DOWNTOWN,1926,1.0,10,61320,0,61320,Hotel,56.0,6946800.5,2214446.25,2768924.0,1811213.0,286.43,4.67
8,2016,NonResidential,Hotel,WARWICK SEATTLE HOTEL (ID8),DOWNTOWN,1980,1.0,18,175580,62000,113580,Hotel,75.0,14656503.0,0.0,5368607.0,8803998.0,505.01,2.88
10,2016,NonResidential,Hotel,Camlin,DOWNTOWN,1926,1.0,11,83008,0,83008,Hotel,27.0,6062767.5,0.0,2811215.0,2947580.0,176.14,2.12
12,2016,NonResidential,Hotel,311wh-Pioneer Square,DOWNTOWN,1904,1.0,15,163984,0,163984,Hotel,43.0,14194054.0,0.0,7297919.0,6425900.0,392.16,2.39
15,2016,NonResidential,Hotel,Hotel Monaco Seattle,DOWNTOWN,1969,1.0,11,153163,19279,133884,Hotel,30.0,16646930.0,5237165.5,6187627.0,4591850.0,691.26,4.51
16,2016,NonResidential,Hotel,5679-W Seattle,DOWNTOWN,1998,1.0,25,333176,61161,272015,Hotel,36.0,27070114.0,5999360.5,18083049.0,2858700.0,740.97,2.22
17,2016,NonResidential,Hotel,Executive Pacific Plaza,DOWNTOWN,1928,1.0,9,65009,0,65009,Hotel,48.0,6358719.5,1656352.5,1343000.0,3596705.0,328.23,5.05
18,2016,NonResidential,Hotel,Crowne Plaza Hotel Seattle,DOWNTOWN,1980,1.0,33,315952,57600,258352,Hotel,58.0,22524948.0,4337738.5,13904183.0,4083440.0,648.62,2.05
19,2016,NonResidential,Hotel,Hotel Vintage Seattle,DOWNTOWN,1922,1.0,11,92190,25200,66990,Hotel,35.0,11179203.0,4870847.5,3832369.0,2046793.0,511.39,5.55
23,2016,NonResidential,Hotel,Renaissance Seattle Hotel,DOWNTOWN,1983,1.0,28,416281,85000,331281,Hotel,31.0,34351920.0,0.0,21225277.0,12331475.0,802.89,1.93
25,2016,NonResidential,Hotel,Arctic Club Seattle,DOWNTOWN,1916,1.0,10,104352,0,104352,Hotel,39.0,10154608.0,3430862.0,5908370.0,815376.0,349.32,3.35
26,2016,NonResidential,Other,King County Courthouse,DOWNTOWN,1916,1.0,10,540360,0,540360,Courthouse,76.0,47023088.0,0.0,24357833.0,20626631.0,1265.29,2.34
29,2016,NonResidential,Hotel,WATERTOWN HOTEL,NORTHEAST,2001,1.0,6,88592,30586,58006,Hotel,84.0,3673186.75,0.0,2266231.0,1397303.0,90.01,1.02
33,2016,NonResidential,Hotel,Marriott Springhill Suites (33),DOWNTOWN,2001,1.0,10,171866,38281,133585,Hotel,57.0,11171407.0,0.0,5610706.0,5451210.0,328.63,1.91
35,2016,NonResidential,Hotel,Hotel Five,DOWNTOWN,1978,1.0,5,68410,16200,52210,Hotel,57.0,4557974.0,0.0,2346349.0,2110365.0,128.44,1.88
40,2016,NonResidential,Hotel,Silver Cloud University,NORTHEAST,1994,1.0,4,81871,0,81871,Hotel,29.0,6731281.5,0.0,3016399.0,3652169.0,215.0,2.63
52,2016,NonResidential,Small- and Mid-Sized Office,SBC52,BALLARD,1961,1.0,2,94900,0,94900,Office,57.0,6536359.5,0.0,4291585.0,1894876.0,130.56,1.38
53,2016,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,GREATER DUWAMISH,1900,1.0,2,52554,0,52554,Office,83.0,3150635.5,0.0,1579749.0,1371582.0,83.86,1.6
54,2016,NonResidential,K-12 School,Blanchet High School,NORTHWEST,1954,1.0,3,175015,0,175015,K-12 School,95.0,7886505.5,0.0,2679739.0,4315001.0,247.85,1.42
56,2016,NonResidential,Hotel,Seattle Hilton Hotel,DOWNTOWN,1969,1.0,24,332210,205970,126240,Hotel,67.0,16163194.0,0.0,12204406.0,3958787.0,295.33,0.89
57,2016,NonResidential,Large Office,5th and Pine,DOWNTOWN,1973,1.0,5,168115,0,168115,Office,78.0,9536161.0,0.0,9536160.0,0.0,66.48,0.4
59,2016,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,DOWNTOWN,1910,1.0,8,59400,0,59400,Office,14.0,5242479.5,0.0,5071973.0,0.0,35.36,0.6
62,2016,NonResidential,Hotel,Roosevelt Hotel,DOWNTOWN,1930,1.0,20,98634,10043,88591,Hotel,71.0,5078816.0,0.0,4290059.0,551288.0,59.19,0.6
63,2016,NonResidential,Hotel,Sheraton Seattle Hotel,DOWNTOWN,1982,1.0,34,994212,146694,847518,Hotel,63.0,82318072.0,11598686.0,45545529.0,23324992.0,2451.58,2.47
65,2016,NonResidential,Hotel,Inn at the Market,DOWNTOWN,1985,1.0,7,71150,0,71150,Hotel,98.0,5348309.0,0.0,3243900.0,2104408.0,134.38,1.89
66,2016,NonResidential,Hotel,Moore Hotel INC,DOWNTOWN,1908,1.0,7,122810,0,122810,Hotel,99.0,6088417.5,0.0,1293561.0,4107716.0,227.18,1.85
67,2016,NonResidential,Hotel,QUALITY INN,LAKE UNION,1959,1.0,5,113173,42546,70627,Hotel,86.0,5428403.5,0.0,2944680.0,2339663.0,144.79,1.28
68,2016,NonResidential,Hotel,Rainier Hospitality,LAKE UNION,2000,1.0,7,150453,34735,115718,Hotel,84.0,6835263.5,0.0,3396109.0,3319078.0,199.95,1.33
69,2016,NonResidential,Hotel,Sequim Lodging Corp,LAKE UNION,1997,1.0,6,116300,28200,88100,Hotel,80.0,5941927.0,0.0,3188457.0,2639138.0,162.39,1.4
70,2016,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,MAGNOLIA / QUEEN ANNE,1998,1.0,6,155602,36744,118858,Hotel,81.0,6849826.5,0.0,4558937.0,2277962.0,152.76,0.98
73,2016,NonResidential,K-12 School,Seattle Hebrew Academy,EAST,1911,1.0,3,56072,0,56072,K-12 School,76.0,3800842.5,0.0,551867.0,2682920.0,146.34,2.61
77,2016,NonResidential,Hotel,Comfort Suites Seattle Center,MAGNOLIA / QUEEN ANNE,1999,1.0,4,122942,44891,78051,Hotel,94.0,5387530.0,0.0,2423730.0,2913604.0,171.64,1.4
82,2016,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,CENTRAL,1962,1.0,2,54984,0,54984,Office,71.0,3630147.25,0.0,1978230.0,1396981.0,87.98,1.6
84,2016,NonResidential,Senior Care Community,PSSA - The Mount,SOUTHWEST,1922,1.0,5,217603,0,217603,Senior Care Community,54.0,45547252.0,0.0,11824772.0,30967300.0,1727.11,7.94
85,2016,NonResidential,Senior Care Community,Foss Home and Village,NORTHWEST,1970,1.0,2,93397,0,93397,Senior Care Community,1.0,16959754.0,0.0,5679498.0,10723064.0,609.1,6.52
86,2016,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,LAKE UNION,2008,1.0,6,84103,20732,63371,Hotel,74.0,3787499.0,0.0,2812688.0,893412.0,67.06,0.8
89,2016,NonResidential,Medical Office,Polyclinic North && South,EAST,1965,0.0,3,179014,0,179014,Medical Office,48.0,16527711.0,0.0,9886484.0,6814570.0,430.84,2.41
95,2016,NonResidential,Hotel,Sorrento Hotel,EAST,1908,1.0,7,76631,0,76631,Hotel,71.0,7250730.5,0.0,2660742.0,4598016.0,262.75,3.43
98,2016,NonResidential,Retail Store,Firestone Store#012432,LAKE UNION,1929,1.0,2,58320,0,58320,Retail Store,96.0,1243027.75,0.0,361803.0,687945.0,39.06,0.67
100,2016,NonResidential,Large Office,City Place III - SEDO,LAKE UNION,2010,1.0,5,316306,0,316306,Office,96.0,13909270.0,0.0,12871091.0,924861.0,138.85,0.44
102,2016,NonResidential,Hotel,Residence Inn Seattle - Lake Union,LAKE UNION,1990,1.0,7,282863,44766,238097,Hotel,37.0,20194606.0,0.0,10980652.0,8478651.0,526.85,1.86
107,2016,NonResidential,Large Office,City Place IV - SEDO,LAKE UNION,2010,1.0,12,571329,0,571329,Office,91.0,40153432.0,0.0,32206199.0,7399685.0,617.52,1.08
114,2016,NonResidential,Large Office,Bill and Melinda Gates Foundation,MAGNOLIA / QUEEN ANNE,2010,1.0,6,920598,303707,616891,Office,93.0,38105108.0,0.0,27597261.0,9069780.0,674.09,0.73
115,2016,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,MAGNOLIA / QUEEN ANNE,1970,1.0,4,76213,25930,50283,Office,68.0,3647345.75,0.0,2944692.0,531520.0,48.76,0.64
116,2016,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),MAGNOLIA / QUEEN ANNE,2002,1.0,6,96910,36934,59976,Hotel,56.0,5274523.0,0.0,2637011.0,2518558.0,152.14,1.57
117,2016,NonResidential,Hotel,UNIVERSITY INN,NORTHEAST,1962,2.0,4,50017,0,50017,Hotel,53.0,5528580.5,0.0,2128306.0,3320669.0,191.2,3.82
119,2016,NonResidential,K-12 School,St. Joseph K-8 School,EAST,1923,1.0,3,67743,0,67743,K-12 School,34.0,3036464.0,0.0,1337786.0,1309093.0,78.85,1.16
120,2016,NonResidential,K-12 School,Holy Names Academy,EAST,1908,1.0,6,194104,0,194104,K-12 School,100.0,7204080.0,0.0,1887893.0,4331949.0,243.23,1.25
121,2016,NonResidential,Small- and Mid-Sized Office,2100 Building,SOUTHEAST,2003,1.0,3,99433,35752,63681,Office,63.0,4980737.5,0.0,4897760.0,0.0,34.14,0.34
136,2016,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,NORTHWEST,2001,1.0,4,51390,0,51390,Hotel,89.0,3616214.0,0.0,1398289.0,2213249.0,127.29,2.48
139,2016,NonResidential,Hotel,7066-Seattle-Northgate,NORTHWEST,2002,1.0,3,69138,0,69138,Hotel,78.0,3323400.5,0.0,1802889.0,1439568.0,89.02,1.29
144,2016,NonResidential,Hotel,Alexis Hotel,DOWNTOWN,1904,1.0,5,190980,0,190980,Hotel,98.0,6505995.0,0.0,4402910.0,2103084.0,142.39,0.75
147,2016,NonResidential,Hospital,Swedish Ballard,BALLARD,1954,4.0,5,285333,0,285333,Hospital (General Medical & Surgical),14.0,47602720.0,0.0,35237205.0,32853512.0,1990.5,6.98
168,2016,NonResidential,Hotel,Hampton Inn Seattle Center,MAGNOLIA / QUEEN ANNE,1996,1.0,4,162222,14200,148022,Hotel,76.0,8016521.0,0.0,4197462.0,3749499.0,228.4,1.41
183,2016,NonResidential,Residence Hall,Emerson Hall,MAGNOLIA / QUEEN ANNE,2001,1.0,4,139600,37500,102100,Residence Hall/Dormitory,89.0,4800620.5,0.0,2316298.0,2132284.0,129.39,0.93
190,2016,NonResidential,Small- and Mid-Sized Office,Emerald Services,GREATER DUWAMISH,2007,1.0,3,64015,0,64015,Office,21.0,3375016.25,0.0,2657382.0,584696.0,49.58,0.77
194,2016,NonResidential,Retail Store,Northgate Mall,NORTH,1951,1.0,1,530039,0,530039,Retail Store,98.0,28763498.0,0.0,16224529.0,11492503.0,723.47,1.36
197,2016,NonResidential,Retail Store,Nordstrom Northgate 002,NORTH,1965,1.0,4,124342,0,124342,Retail Store,76.0,8729918.0,0.0,8653621.0,112356.0,66.3,0.53
198,2016,NonResidential,Hospital,Seattle Children's Hospital Main Campus,NORTHEAST,1953,6.0,10,879000,0,879000,Hospital (General Medical & Surgical),10.0,257764208.0,0.0,115641210.0,138191238.0,8145.52,9.27
200,2016,NonResidential,Other,Verity Credit Union,NORTHWEST,1996,1.0,3,55442,0,55442,Financial Office,72.0,3313397.0,0.0,1859345.0,1331883.0,83.7,1.51
215,2016,NonResidential,Warehouse,Rainier Bottling Plant,GREATER DUWAMISH,1904,1.0,4,114297,0,114297,Non-Refrigerated Warehouse,61.0,2415462.5,0.0,912475.0,1187623.0,69.44,0.61
220,2016,NonResidential,Warehouse,8109,GREATER DUWAMISH,1937,1.0,1,234144,0,234144,Non-Refrigerated Warehouse,87.0,7874958.5,0.0,1316817.0,5427500.0,297.43,1.27
223,2016,NonResidential,Retail Store,Westwood Village - Building A,DELRIDGE,1966,1.0,1,64984,0,64984,Retail Store,72.0,3016373.5,0.0,2613687.0,330609.0,35.78,0.55
224,2016,NonResidential,Retail Store,Westwood Village - Building B,DELRIDGE,1965,1.0,1,67745,0,67745,Retail Store,37.0,9589728.0,0.0,2624102.0,6606121.0,369.14,5.45
232,2016,NonResidential,Hotel,Silver Cloud Inn,LAKE UNION,1998,1.0,5,123920,30000,93920,Hotel,79.0,9676783.0,0.0,4079217.0,5293961.0,309.6,2.5
235,2016,NonResidential,Hotel,311jk-Seattle Downtown/Lake Union CY,MAGNOLIA / QUEEN ANNE,1998,1.0,7,207656,54341,153315,Hotel,76.0,11754087.0,0.0,5530787.0,5641200.0,338.16,1.63
241,2016,NonResidential,Hotel,Hotel Nexus,NORTHWEST,1968,1.0,4,64893,0,64893,Hotel,70.0,6211749.5,0.0,2620548.0,3577277.0,208.26,3.21
244,2016,NonResidential,Small- and Mid-Sized Office,Washington Park Building,DOWNTOWN,1900,1.0,3,44558,0,44558,Office,78.0,1722053.0,0.0,1317637.0,359365.0,28.27,0.63
250,2016,NonResidential,Hotel,Silver Cloud Hotel - Stadium,GREATER DUWAMISH,2005,1.0,9,168449,14567,153882,Hotel,64.0,12871628.0,0.0,6232233.0,6494555.0,388.37,2.31
257,2016,NonResidential,Warehouse,Harbor Island: Warehouse E - DNRP-SWD,GREATER DUWAMISH,1916,0.0,4,79600,0,79600,Non-Refrigerated Warehouse,34.0,2411402.25,0.0,2411402.0,0.0,16.81,0.21
268,2016,NonResidential,Hospital,Swedish Cherry Hill,CENTRAL,1990,6.0,5,597519,0,597519,Hospital (General Medical & Surgical),34.0,147299056.0,0.0,58754927.0,84668094.0,4906.33,8.21
274,2016,NonResidential,Warehouse,27020-Seattle / Stone Way North,LAKE UNION,1991,1.0,3,75397,8161,67236,Non-Refrigerated Warehouse,91.0,571637.5,0.0,423381.0,125800.0,9.63,0.13
276,2016,NonResidential,Hospital,Harborview Medical Center,EAST,2000,9.0,8,1158691,0,1158691,Hospital (General Medical & Surgical),29.0,296671744.0,122575032.0,168683602.0,1832129.0,10734.57,9.26
281,2016,NonResidential,K-12 School,University HTS Grade School,NORTHEAST,1928,1.0,2,55653,0,55653,K-12 School,98.0,1597907.25,0.0,6138.0,1371489.0,72.88,1.31
282,2016,NonResidential,Hotel,Hotel Deca,NORTHEAST,1931,1.0,16,106860,0,106860,Hotel,49.0,12616417.0,0.0,3561742.0,8373976.0,469.57,4.39
283,2016,NonResidential,Small- and Mid-Sized Office,Lake City Center,NORTH,1972,1.0,5,50759,0,50759,Office,62.0,3321734.0,0.0,2558533.0,588509.0,49.09,0.97
284,2016,NonResidential,Worship Facility,University Congregational United Church of Christ,NORTHEAST,1952,1.0,2,56772,0,56772,Worship Facility,46.0,2762805.5,0.0,975113.0,1464372.0,84.57,1.49
285,2016,NonResidential,Worship Facility,University Presbyterian Church,NORTHEAST,1952,1.0,3,103000,0,103000,Worship Facility,42.0,5391782.0,0.0,2338435.0,2515995.0,149.93,1.46
294,2016,NonResidential,Residence Hall,Women's Residence at Seneca,DOWNTOWN,1913,1.0,9,107572,0,107572,Residence Hall/Dormitory,76.0,5879083.0,3076446.5,2496056.0,0.0,254.87,2.37
313,2016,NonResidential,Medical Office,BMR-201 Elliott Avenue LLC,MAGNOLIA / QUEEN ANNE,1927,1.0,5,190000,39000,151000,Medical Office,1.0,28731502.0,0.0,18745441.0,9986059.0,661.04,3.48
314,2016,NonResidential,Hotel,Edgewater Seattle,DOWNTOWN,1961,1.0,4,122309,0,122309,Hotel,8.0,26122018.0,0.0,6322533.0,19131155.0,1060.13,8.67
316,2016,NonResidential,Hotel,337v2-Seattle Waterfront Marriott,DOWNTOWN,2003,1.0,8,254273,38800,215473,Hotel,29.0,26831896.0,0.0,13763542.0,12895700.0,780.84,3.07
319,2016,NonResidential,Small- and Mid-Sized Office,Daily Journal Building,DOWNTOWN,1914,1.0,4,56500,0,56500,Office,98.0,1500938.5,492761.8125,887532.0,0.0,44.22,0.78
320,2016,NonResidential,Warehouse,(ID320) BMW SEATTLE - SERVICE CENTER,GREATER DUWAMISH,2008,1.0,4,203504,0,203504,Non-Refrigerated Warehouse,72.0,3944732.0,0.0,3785282.0,0.0,26.39,0.13
322,2016,NonResidential,Large Office,Cox Media Group Seattle KIRO TV (322),DOWNTOWN,1968,0.0,3,100734,26731,74003,Office,20.0,9892566.0,0.0,9788716.0,0.0,68.24,0.68
323,2016,NonResidential,Small- and Mid-Sized Office,200 Cedar Street Building,DOWNTOWN,1981,1.0,4,77662,18504,59158,Office,57.0,5168686.5,0.0,4286102.0,721298.0,68.19,0.88
324,2016,NonResidential,Large Office,Fourth and Battery,DOWNTOWN,1978,1.0,12,234000,21790,212210,Office,39.0,18811322.0,0.0,18246151.0,415452.0,149.27,0.64
326,2016,NonResidential,Large Office,Westlake Tower,DOWNTOWN,1989,1.0,25,369996,0,369996,Office,74.0,24755086.0,0.0,24755084.0,0.0,172.58,0.47
327,2016,NonResidential,Retail Store,Nordstrom 001,DOWNTOWN,1925,1.0,10,693450,0,693450,Retail Store,93.0,40037736.0,21230.80078,37497068.0,2544584.0,398.19,0.57
328,2016,NonResidential,Large Office,1600 Seventh,DOWNTOWN,1976,1.0,33,791396,0,791396,Office,89.0,42227404.0,0.0,40839637.0,538251.0,313.3,0.4
329,2016,NonResidential,Large Office,1700 Seventh Ave,DOWNTOWN,2000,1.0,23,747747,205076,542671,Office,90.0,31693704.0,0.0,27883939.0,3101477.0,359.11,0.48
330,2016,NonResidential,Small- and Mid-Sized Office,Lloyd building,DOWNTOWN,1926,1.0,10,63409,7757,55652,Office,90.0,3826622.5,2086424.75,1357845.0,0.0,170.51,2.69
331,2016,NonResidential,Large Office,The Tower Building,DOWNTOWN,1930,1.0,17,204790,30000,174790,Office,91.0,8081443.0,0.0,6736076.0,1003622.0,100.26,0.49
332,2016,NonResidential,Small- and Mid-Sized Office,Times Square Building,DOWNTOWN,1916,1.0,5,73399,0,73399,Office,61.0,3992167.75,0.0,3757005.0,0.0,26.19,0.36
333,2016,NonResidential,Large Office,Plaza 600,DOWNTOWN,1969,1.0,20,265851,32334,233517,Office,90.0,15742790.0,6568832.0,8064399.0,0.0,563.25,2.12
334,2016,NonResidential,Large Office,West 8th,DOWNTOWN,2009,1.0,25,758043,228668,529375,Office,95.0,27018020.0,0.0,26131643.0,886373.0,229.25,0.3
335,2016,NonResidential,Large Office,Denny Building,DOWNTOWN,1968,1.0,12,206000,0,206000,Office,91.0,9075988.0,2312496.75,6267781.0,0.0,222.19,1.08
336,2016,NonResidential,Large Office,1918 Eighth Avenue,DOWNTOWN,2009,1.0,36,824887,154972,669915,Office,97.0,39360016.0,0.0,39523847.0,0.0,275.54,0.33
337,2016,NonResidential,Large Office,1800 Ninth,DOWNTOWN,1990,1.0,16,480840,141600,339240,Office,94.0,18468776.0,0.0,17733276.0,133724.0,130.73,0.27
339,2016,NonResidential,Small- and Mid-Sized Office,Broderick Building,DOWNTOWN,1900,1.0,7,89550,0,89550,Office,85.0,4135330.5,348386.8125,3554872.0,0.0,51.67,0.58
340,2016,NonResidential,Small- and Mid-Sized Office,The Pioneer Building,DOWNTOWN,1900,1.0,6,89355,0,89355,Office,66.0,4188308.75,0.0,4116601.0,61632.0,31.97,0.36
341,2016,NonResidential,Large Office,Dexter Horton Building,DOWNTOWN,1922,1.0,15,388934,0,388934,Office,89.0,18982748.0,1192343.75,17384553.0,0.0,213.23,0.55
342,2016,NonResidential,Large Office,Seattle Exchange Building,DOWNTOWN,1929,1.0,22,384302,0,384302,Office,98.0,10471812.0,0.0,10062435.0,0.0,70.15,0.18
343,2016,NonResidential,Large Office,Norton Building,DOWNTOWN,1958,1.0,17,378525,84600,293925,Office,69.0,0.0,10921066.0,13985064.0,0.0,940.47,2.48
345,2016,NonResidential,Large Office,999 Third Avenue,DOWNTOWN,1983,1.0,47,1323055,0,1323055,Office,94.0,44683660.0,0.0,44521844.0,161812.0,318.97,0.24
346,2016,NonResidential,Large Office,1000 Second Avenue,DOWNTOWN,1986,1.0,41,589921,129432,460489,Office,84.0,24603420.0,0.0,24603417.0,0.0,171.52,0.29
348,2016,NonResidential,Large Office,1101 Second Avenue (HOB),DOWNTOWN,1968,1.0,8,157941,62993,94948,Office,81.0,3743228.5,0.0,3743228.0,0.0,26.1,0.17
349,2016,NonResidential,Large Office,2nd and Seneca,DOWNTOWN,1991,1.0,29,635303,197231,438072,Office,95.0,18754466.0,180731.7969,18040489.0,0.0,139.72,0.22
351,2016,NonResidential,Large Office,1111 Third Avenue,DOWNTOWN,1980,1.0,34,776762,162604,614158,Office,81.0,32577050.0,0.0,32457349.0,95076.0,231.32,0.3
352,2016,NonResidential,Large Office,Abraham Lincoln Building (Wallysons Inc),DOWNTOWN,1972,1.0,14,186768,23775,162993,Office,95.0,9843217.0,2154977.5,7486064.0,0.0,218.53,1.17
353,2016,NonResidential,Large Office,Safeco Plaza,DOWNTOWN,1969,1.0,49,1123435,368980,754455,Office,89.0,47518124.0,0.0,38378889.0,6784415.0,627.87,0.56
354,2016,NonResidential,Large Office,Fourth & Madison,DOWNTOWN,2002,1.0,37,1052469,164420,888049,Office,93.0,42071712.0,0.0,41213579.0,0.0,287.32,0.27
355,2016,NonResidential,Large Office,901 Fifth Avenue,DOWNTOWN,1973,1.0,42,617684,171500,446184,Office,28.0,71568952.0,882983.5,68636822.0,0.0,546.65,0.88
356,2016,NonResidential,Large Office,The Central Building,DOWNTOWN,1907,1.0,8,201480,0,201480,Office,91.0,9510490.0,1619966.875,7301810.0,0.0,175.95,0.87
357,2016,NonResidential,Large Office,Seattle Municipal Tower (2030),DOWNTOWN,1990,1.0,63,1354987,159600,1195387,Office,89.0,61576184.0,0.0,61576180.0,0.0,429.27,0.32
359,2016,NonResidential,Large Office,City Hall,DOWNTOWN,2003,1.0,8,199530,30660,168870,Office,69.0,13972700.0,0.0,8738965.0,4475451.0,298.61,1.5
360,2016,NonResidential,Large Office,Chinook Building,DOWNTOWN,2006,1.0,13,372242,52703,319539,Office,98.0,13862720.0,0.0,11248986.0,2594878.0,216.24,0.58
361,2016,NonResidential,Large Office,Yesler Building,DOWNTOWN,1909,1.0,7,114395,8296,106099,Office,99.0,2970604.25,0.0,1640689.0,1105871.0,70.17,0.61
363,2016,NonResidential,Retail Store,University Book Store,NORTHEAST,1978,1.0,2,89200,0,89200,Retail Store,83.0,6707359.5,0.0,5499125.0,962811.0,89.47,1.0
364,2016,NonResidential,Large Office,UW Tower Bldg Complex,NORTHEAST,1971,1.0,23,474546,0,474546,Office,77.0,29997380.0,0.0,28450433.0,0.0,198.34,0.42
365,2016,NonResidential,Other,UW Tower Data Center,NORTHEAST,1969,1.0,5,36000,0,36000,Data Center,96.0,30038490.0,0.0,30038487.0,0.0,209.41,5.82
366,2016,NonResidential,Small- and Mid-Sized Office,University District Office Buiding,NORTHEAST,1961,0.0,5,99005,0,99005,Office,70.0,5008123.5,0.0,2863212.0,1865277.0,119.03,1.2
367,2016,NonResidential,Large Office,4311 Roosevelt,NORTHEAST,2002,1.0,6,135051,44248,90803,Office,88.0,4426136.0,0.0,4426136.0,0.0,30.86,0.23
368,2016,NonResidential,Large Office,4300 Roosevelt,NORTHEAST,2002,1.0,5,220649,82720,137929,Office,93.0,7046345.5,0.0,7046345.0,0.0,49.12,0.22
370,2016,NonResidential,Large Office,Metropolitan Park West,DOWNTOWN,1980,1.0,18,413715,64660,349055,Office,79.0,24224888.0,0.0,24224886.0,0.0,168.88,0.41
371,2016,NonResidential,Mixed Use Property,METROPOLITAN PARK NORTH (ID371),DOWNTOWN,2000,1.0,11,381381,195621,185760,Parking,94.0,9944328.0,0.0,9671822.0,93954.0,72.42,0.19
372,2016,NonResidential,Large Office,Metropolitan Park East,DOWNTOWN,1988,1.0,20,497513,118744,378769,Office,65.0,0.0,0.0,26602310.0,220905.0,197.19,0.4
373,2016,NonResidential,Large Office,Fourth and Blanchard,DOWNTOWN,1979,1.0,24,543876,116721,427155,Office,79.0,26144226.0,0.0,25307741.0,0.0,176.43,0.32
375,2016,NonResidential,Large Office,Third and Broad,DOWNTOWN,1982,1.0,6,396626,124216,272410,Office,64.0,20179120.0,0.0,20361156.0,0.0,141.95,0.36
376,2016,NonResidential,Large Office,5th and Bell,DOWNTOWN,2002,1.0,6,287471,83591,203880,Office,74.0,14913424.0,0.0,14913422.0,0.0,103.97,0.36
377,2016,NonResidential,Large Office,Fifth and Wall LLC,DOWNTOWN,1947,1.0,3,192630,48512,144118,Office,94.0,5569686.0,0.0,5169641.0,188191.0,46.03,0.24
379,2016,NonResidential,Large Office,3101 Western Avenue,DOWNTOWN,1984,1.0,8,253103,61986,191117,Office,3.0,29949248.0,0.0,29949243.0,0.0,208.79,0.82
381,2016,NonResidential,Supermarket / Grocery Store,70500872 -- Holman Road,NORTHWEST,1956,1.0,1,60880,0,60880,Supermarket/Grocery Store,54.0,14736775.0,0.0,8125218.0,6168753.0,384.27,6.31
382,2016,NonResidential,Small- and Mid-Sized Office,Collins Building,DOWNTOWN,1900,1.0,5,50176,0,50176,Office,77.0,2933288.75,0.0,2836654.0,96634.0,24.91,0.5
383,2016,NonResidential,Large Office,Smith Tower,DOWNTOWN,1912,1.0,42,304346,0,304346,Office,72.0,24880988.0,1014422.375,11239744.0,11008077.0,741.3,2.44
384,2016,NonResidential,Warehouse,Dawn Food Products,GREATER DUWAMISH,1977,1.0,1,128800,0,128800,Non-Refrigerated Warehouse,97.0,2098949.75,0.0,371850.0,1437252.0,78.92,0.61
385,2016,NonResidential,Large Office,Skinner Building,DOWNTOWN,1927,1.0,8,321945,0,321945,Office,76.0,14072349.0,3700629.75,9955956.0,0.0,355.05,1.1
386,2016,NonResidential,Large Office,IBM-COS,DOWNTOWN,1964,1.0,22,336330,0,336330,Office,77.0,19730534.0,5370612.0,13134207.0,462194.0,530.66,1.58
387,2016,NonResidential,Large Office,Puget Sound Plaza,DOWNTOWN,1960,1.0,21,298426,0,298426,Office,79.0,28559888.0,12760971.0,14315950.0,0.0,1084.79,3.64
388,2016,NonResidential,Large Office,Rainier Tower,DOWNTOWN,1976,1.0,42,635824,0,635824,Office,69.0,48479988.0,0.0,48479982.0,0.0,337.97,0.53
389,2016,NonResidential,Hotel,Fairmont Olympic Seattle,DOWNTOWN,1923,1.0,12,542305,0,542305,Hotel,45.0,57051236.0,28438884.0,24078107.0,3968211.0,2573.75,4.75
390,2016,NonResidential,Retail Store,RAINIER ELECTRONICS LLC,SOUTHEAST,1980,1.0,2,291940,0,291940,Retail Store,80.0,12080064.0,0.0,9933861.0,1754739.0,162.45,0.56
391,2016,NonResidential,Mixed Use Property,Thaw Building,GREATER DUWAMISH,1970,0.0,1,88400,0,88400,Non-Refrigerated Warehouse,42.0,4811200.0,0.0,2530658.0,1852442.0,116.03,1.31
