OSEBuildingID,DataYear,BuildingType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,Ancienneté,Neighborhood_BALLARD,Neighborhood_Ballard,Neighborhood_CENTRAL,Neighborhood_Central,Neighborhood_DELRIDGE,Neighborhood_DELRIDGE NEIGHBORHOODS,Neighborhood_DOWNTOWN,Neighborhood_Delridge,Neighborhood_EAST,Neighborhood_GREATER DUWAMISH,Neighborhood_LAKE UNION,Neighborhood_MAGNOLIA / QUEEN ANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_North,Neighborhood_Northwest,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST,LargestPropertyUseType_Adult Education,LargestPropertyUseType_Automobile Dealership,LargestPropertyUseType_Bank Branch,LargestPropertyUseType_College/University,LargestPropertyUseType_Convention Center,LargestPropertyUseType_Courthouse,LargestPropertyUseType_Data Center,LargestPropertyUseType_Distribution Center,LargestPropertyUseType_Financial Office,LargestPropertyUseType_Fire Station,LargestPropertyUseType_Fitness Center/Health Club/Gym,LargestPropertyUseType_Food Service,LargestPropertyUseType_Hospital (General Medical & Surgical),LargestPropertyUseType_Hotel,LargestPropertyUseType_K-12 School,LargestPropertyUseType_Laboratory,LargestPropertyUseType_Library,LargestPropertyUseType_Lifestyle Center,LargestPropertyUseType_Manufacturing/Industrial Plant,LargestPropertyUseType_Medical Office,LargestPropertyUseType_Movie Theater,LargestPropertyUseType_Multifamily Housing,LargestPropertyUseType_Museum,LargestPropertyUseType_Non-Refrigerated Warehouse,LargestPropertyUseType_Office,LargestPropertyUseType_Other,LargestPropertyUseType_Other - Education,LargestPropertyUseType_Other - Entertainment/Public Assembly,LargestPropertyUseType_Other - Lodging/Residential,LargestPropertyUseType_Other - Mall,LargestPropertyUseType_Other - Public Services,LargestPropertyUseType_Other - Recreation,LargestPropertyUseType_Other - Restaurant/Bar,LargestPropertyUseType_Other - Services,LargestPropertyUseType_Other - Utility,LargestPropertyUseType_Other/Specialty Hospital,LargestPropertyUseType_Parking,LargestPropertyUseType_Performing Arts,"LargestPropertyUseType_Personal Services (Health/Beauty, Dry Cleaning, etc)",LargestPropertyUseType_Police Station,LargestPropertyUseType_Pre-school/Daycare,LargestPropertyUseType_Prison/Incarceration,LargestPropertyUseType_Refrigerated Warehouse,"LargestPropertyUseType_Repair Services (Vehicle, Shoe, Locksmith, etc)",LargestPropertyUseType_Residence Hall/Dormitory,LargestPropertyUseType_Residential Care Facility,LargestPropertyUseType_Restaurant,LargestPropertyUseType_Retail Store,LargestPropertyUseType_Self-Storage Facility,LargestPropertyUseType_Senior Care Community,LargestPropertyUseType_Social/Meeting Hall,LargestPropertyUseType_Strip Mall,LargestPropertyUseType_Supermarket/Grocery Store,LargestPropertyUseType_Urgent Care/Clinic/Other Outpatient,LargestPropertyUseType_Wholesale Club/Supercenter,LargestPropertyUseType_Worship Facility
1,2016,NonResidential,Mayflower park hotel,DOWNTOWN,1.0,12,88434,0.0,1.0,Hotel,60.0,7456910.0,2003882.0,3946027.0,1276453.0,249.98,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,NonResidential,Paramount Hotel,DOWNTOWN,1.0,11,103566,0.1454531409922175,0.8545468590077825,Hotel,61.0,8664479.0,0.0,3242851.0,5145082.0,295.86,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2016,NonResidential,5673-The Westin Seattle,DOWNTOWN,1.0,41,956110,0.20574829256047944,0.7942517074395206,Hotel,43.0,73937112.0,21566554.0,49526664.0,1493800.0,2089.28,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2016,NonResidential,HOTEL MAX,DOWNTOWN,1.0,10,61320,0.0,1.0,Hotel,56.0,6946800.5,2214446.25,2768924.0,1811213.0,286.43,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2016,NonResidential,WARWICK SEATTLE HOTEL (ID8),DOWNTOWN,1.0,18,175580,0.3531153889964688,0.6468846110035311,Hotel,75.0,14656503.0,0.0,5368607.0,8803998.0,505.01,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2016,NonResidential,West Precinct,DOWNTOWN,1.0,2,97288,0.382349313378834,0.6176506866211661,Police Station,-1.0,12581712.0,0.0,7371434.0,4715182.0,301.81,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2016,NonResidential,Camlin,DOWNTOWN,1.0,11,83008,0.0,1.0,Hotel,27.0,6062767.5,0.0,2811215.0,2947580.0,176.14,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2016,NonResidential,Paramount Theatre,DOWNTOWN,1.0,8,102761,0.0,1.0,Other - Entertainment/Public Assembly,-1.0,7067881.5,2276286.5,3636655.0,385189.0,221.51,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2016,NonResidential,311wh-Pioneer Square,DOWNTOWN,1.0,15,163984,0.0,1.0,Hotel,43.0,14194054.0,0.0,7297919.0,6425900.0,392.16,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2016,NonResidential,Hotel Monaco Seattle,DOWNTOWN,1.0,11,153163,0.12587243655452035,0.8741275634454797,Hotel,30.0,16646930.0,5237165.5,6187627.0,4591850.0,691.26,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2016,NonResidential,5679-W Seattle,DOWNTOWN,1.0,25,333176,0.18356964487237976,0.8164303551276202,Hotel,36.0,27070114.0,5999360.5,18083049.0,2858700.0,740.97,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2016,NonResidential,Executive Pacific Plaza,DOWNTOWN,1.0,9,65009,0.0,1.0,Hotel,48.0,6358719.5,1656352.5,1343000.0,3596705.0,328.23,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2016,NonResidential,Crowne Plaza Hotel Seattle,DOWNTOWN,1.0,33,315952,0.18230617308958322,0.8176938269104168,Hotel,58.0,22524948.0,4337738.5,13904183.0,4083440.0,648.62,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2016,NonResidential,Hotel Vintage Seattle,DOWNTOWN,1.0,11,92190,0.2733485193621868,0.7266514806378133,Hotel,35.0,11179203.0,4870847.5,3832369.0,2046793.0,511.39,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2016,NonResidential,The Seattle Public Library - Central Library,DOWNTOWN,1.0,11,412000,0.1383495145631068,0.8616504854368932,Library,-1.0,18706912.0,737559.5,17851297.0,0.0,181.38,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2016,NonResidential,Downtown Seattle YMCA,DOWNTOWN,1.0,6,103911,0.0,1.0,Fitness Center/Health Club/Gym,-1.0,10192124.0,4592347.5,4453868.0,910180.0,433.86,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2016,NonResidential,Renaissance Seattle Hotel,DOWNTOWN,1.0,28,416281,0.20418899733593415,0.7958110026640659,Hotel,31.0,34351920.0,0.0,21225277.0,12331475.0,802.89,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2016,NonResidential,The Rainier Club,DOWNTOWN,1.0,5,57452,0.0,1.0,Social/Meeting Hall,-1.0,7877219.0,1776201.875,3764791.0,2065091.0,273.02,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,2016,NonResidential,Arctic Club Seattle,DOWNTOWN,1.0,10,104352,0.0,1.0,Hotel,39.0,10154608.0,3430862.0,5908370.0,815376.0,349.32,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2016,NonResidential,King County Courthouse,DOWNTOWN,1.0,10,540360,0.0,1.0,Courthouse,76.0,47023088.0,0.0,24357833.0,20626631.0,1265.29,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2016,NonResidential,King County Correctional Facility,DOWNTOWN,1.0,19,385274,0.0,1.0,Other,-1.0,49539212.0,0.0,18257661.0,29602150.0,1699.45,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2016,NonResidential,WATERTOWN HOTEL,NORTHEAST,1.0,6,88592,0.34524562037204265,0.6547543796279574,Hotel,84.0,3673186.75,0.0,2266231.0,1397303.0,90.01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2016,NonResidential,Main Campus Center,DOWNTOWN,1.0,7,126593,0.0,1.0,College/University,-1.0,12183313.0,0.0,4647474.0,6696211.0,388.04,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2016,NonResidential,Seattle Honda,DOWNTOWN,1.0,2,67224,0.0,1.0,Automobile Dealership,-1.0,1310236.625,0.0,1310236.0,0.0,9.13,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2016,NonResidential,Homewood Suites,EAST,1.0,8,158676,0.19096145604880385,0.8090385439511961,Hotel,-1.0,5424942.0,0.0,572307.0,4755745.0,256.57,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2016,NonResidential,Marriott Springhill Suites (33),DOWNTOWN,1.0,10,171866,0.22273748152630538,0.7772625184736947,Hotel,57.0,11171407.0,0.0,5610706.0,5451210.0,328.63,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2016,NonResidential,Hotel Five,DOWNTOWN,1.0,5,68410,0.2368074842859231,0.7631925157140769,Hotel,57.0,4557974.0,0.0,2346349.0,2110365.0,128.44,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2016,NonResidential,Good Shepherd Center,LAKE UNION,1.0,3,87262,0.0,1.0,Office,-1.0,4703690.0,0.0,1352843.0,2793077.0,157.77,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2016,NonResidential,Silver Cloud University,NORTHEAST,1.0,4,81871,0.0,1.0,Hotel,29.0,6731281.5,0.0,3016399.0,3652169.0,215.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2016,NonResidential,08781-University Village,NORTHEAST,1.0,2,110356,0.0,1.0,Self-Storage Facility,-1.0,326223.0938,0.0,281265.0,37100.0,3.93,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,2016,NonResidential,Seattle 11-13,GREATER DUWAMISH,3.0,2,714095,0.0,1.0,Non-Refrigerated Warehouse,-1.0,44110016.0,0.0,44731153.0,0.0,311.84,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2016,NonResidential,SBC52,BALLARD,1.0,2,94900,0.0,1.0,Office,57.0,6536359.5,0.0,4291585.0,1894876.0,130.56,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2016,NonResidential,El Centro de la Raza,GREATER DUWAMISH,1.0,2,52554,0.0,1.0,Office,83.0,3150635.5,0.0,1579749.0,1371582.0,83.86,116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2016,NonResidential,Blanchet High School,NORTHWEST,1.0,3,175015,0.0,1.0,K-12 School,95.0,7886505.5,0.0,2679739.0,4315001.0,247.85,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2016,NonResidential,Vine Street,DOWNTOWN,1.0,3,70586,0.0,1.0,Self-Storage Facility,-1.0,2331573.25,0.0,1500229.0,658400.0,45.43,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,2016,NonResidential,Seattle Hilton Hotel,DOWNTOWN,1.0,24,332210,0.6199993979711628,0.3800006020288372,Hotel,67.0,16163194.0,0.0,12204406.0,3958787.0,295.33,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2016,NonResidential,5th and Pine,DOWNTOWN,1.0,5,168115,0.0,1.0,Office,78.0,9536161.0,0.0,9536160.0,0.0,66.48,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2016,NonResidential,1525 4th Avenue,DOWNTOWN,1.0,2,57428,0.0,1.0,Other - Mall,-1.0,1239429.75,0.0,714939.0,532423.0,33.26,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2016,NonResidential,Gibraltar Tower,DOWNTOWN,1.0,8,59400,0.0,1.0,Office,14.0,5242479.5,0.0,5071973.0,0.0,35.36,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2016,NonResidential,Mann Building,DOWNTOWN,1.0,2,52549,0.0,1.0,Other - Entertainment/Public Assembly,-1.0,15683742.0,0.0,4632459.0,10393737.0,584.31,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2016,NonResidential,Roosevelt Hotel,DOWNTOWN,1.0,20,98634,0.10182087312691364,0.8981791268730863,Hotel,71.0,5078816.0,0.0,4290059.0,551288.0,59.19,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2016,NonResidential,Sheraton Seattle Hotel,DOWNTOWN,1.0,34,994212,0.14754800786954894,0.8524519921304511,Hotel,63.0,82318072.0,11598686.0,45545529.0,23324992.0,2451.58,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2016,NonResidential,Inn at the Market,DOWNTOWN,1.0,7,71150,0.0,1.0,Hotel,98.0,5348309.0,0.0,3243900.0,2104408.0,134.38,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2016,NonResidential,Moore Hotel INC,DOWNTOWN,1.0,7,122810,0.0,1.0,Hotel,99.0,6088417.5,0.0,1293561.0,4107716.0,227.18,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2016,NonResidential,QUALITY INN,LAKE UNION,1.0,5,113173,0.3759377236620042,0.6240622763379958,Hotel,86.0,5428403.5,0.0,2944680.0,2339663.0,144.79,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2016,NonResidential,Rainier Hospitality,LAKE UNION,1.0,7,150453,0.23086944095498263,0.7691305590450174,Hotel,84.0,6835263.5,0.0,3396109.0,3319078.0,199.95,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2016,NonResidential,Sequim Lodging Corp,LAKE UNION,1.0,6,116300,0.24247635425623387,0.7575236457437661,Hotel,80.0,5941927.0,0.0,3188457.0,2639138.0,162.39,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2016,NonResidential,Homewood Suites by Hilton Seattle Downtonw,MAGNOLIA / QUEEN ANNE,1.0,6,155602,0.23614092363851363,0.7638590763614863,Hotel,81.0,6849826.5,0.0,4558937.0,2277962.0,152.76,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2016,NonResidential,Seattle Hebrew Academy,EAST,1.0,3,56072,0.0,1.0,K-12 School,76.0,3800842.5,0.0,551867.0,2682920.0,146.34,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2016,NonResidential,Comfort Suites Seattle Center,MAGNOLIA / QUEEN ANNE,1.0,4,122942,0.36513965935156417,0.6348603406484359,Hotel,94.0,5387530.0,0.0,2423730.0,2913604.0,171.64,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2016,NonResidential,Dept of Social & Health Services,CENTRAL,1.0,2,54984,0.0,1.0,Office,71.0,3630147.25,0.0,1978230.0,1396981.0,87.98,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
