OSEBuildingID,DataYear,BuildingType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,Ancienneté,Neighborhood_BALLARD,Neighborhood_Ballard,Neighborhood_CENTRAL,Neighborhood_Central,Neighborhood_DELRIDGE,Neighborhood_DELRIDGE NEIGHBORHOODS,Neighborhood_DOWNTOWN,Neighborhood_Delridge,Neighborhood_EAST,Neighborhood_GREATER DUWAMISH,Neighborhood_LAKE UNION,Neighborhood_MAGNOLIA / QUEEN ANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_North,Neighborhood_Northwest,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST,LargestPropertyUseType_Adult Education,LargestPropertyUseType_Automobile Dealership,LargestPropertyUseType_Bank Branch,LargestPropertyUseType_College/University,LargestPropertyUseType_Convention Center,LargestPropertyUseType_Courthouse,LargestPropertyUseType_Data Center,LargestPropertyUseType_Distribution Center,LargestPropertyUseType_Financial Office,LargestPropertyUseType_Fire Station,LargestPropertyUseType_Fitness Center/Health Club/Gym,LargestPropertyUseType_Food Service,LargestPropertyUseType_Hospital (General Medical & Surgical),LargestPropertyUseType_Hotel,LargestPropertyUseType_K-12 School,LargestPropertyUseType_Laboratory,LargestPropertyUseType_Library,LargestPropertyUseType_Lifestyle Center,LargestPropertyUseType_Manufacturing/Industrial Plant,LargestPropertyUseType_Medical Office,LargestPropertyUseType_Movie Theater,LargestPropertyUseType_Multifamily Housing,LargestPropertyUseType_Museum,LargestPropertyUseType_Non-Refrigerated Warehouse,LargestPropertyUseType_Office,LargestPropertyUseType_Other,LargestPropertyUseType_Other - Education,LargestPropertyUseType_Other - Entertainment/Public Assembly,LargestPropertyUseType_Other - Lodging/Residential,LargestPropertyUseType_Other - Mall,LargestPropertyUseType_Other - Public Services,LargestPropertyUseType_Other - Recreation,LargestPropertyUseType_Other - Restaurant/Bar,LargestPropertyUseType_Other - Services,LargestPropertyUseType_Other - Utility,LargestPropertyUseType_Other/Specialty Hospital,LargestPropertyUseType_Parking,LargestPropertyUseType_Performing Arts,"LargestPropertyUseType_Personal Services (Health/Beauty, Dry Cleaning, etc)",LargestPropertyUseType_Police Station,LargestPropertyUseType_Pre-school/Daycare,LargestPropertyUseType_Prison/Incarceration,LargestPropertyUseType_Refrigerated Warehouse,"LargestPropertyUseType_Repair Services (Vehicle, Shoe, Locksmith, etc)",LargestPropertyUseType_Residence Hall/Dormitory,LargestPropertyUseType_Residential Care Facility,LargestPropertyUseType_Restaurant,LargestPropertyUseType_Retail Store,LargestPropertyUseType_Self-Storage Facility,LargestPropertyUseType_Senior Care Community,LargestPropertyUseType_Social/Meeting Hall,LargestPropertyUseType_Strip Mall,LargestPropertyUseType_Supermarket/Grocery Store,LargestPropertyUseType_Urgent Care/Clinic/Other Outpatient,LargestPropertyUseType_Wholesale Club/Supercenter,LargestPropertyUseType_Worship Facility
375,2016,NonResidential,Third and Broad,DOWNTOWN,1.0,6,396626,0.31318168753435227,0.6868183124656477,Office,64.0,20179120.0,0.0,20361156.0,0.0,141.95,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2016,NonResidential,5th and Bell,DOWNTOWN,1.0,6,287471,0.2907806352640788,0.7092193647359212,Office,74.0,14913424.0,0.0,14913422.0,0.0,103.97,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2016,NonResidential,Fifth and Wall LLC,DOWNTOWN,1.0,3,192630,0.25184031563100245,0.7481596843689976,Office,94.0,5569686.0,0.0,5169641.0,188191.0,46.03,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2016,NonResidential,3101 Western Avenue,DOWNTOWN,1.0,8,253103,0.244904248468015,0.755095751531985,Office,3.0,29949248.0,0.0,29949243.0,0.0,208.79,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2016,NonResidential,70500872 -- Holman Road,NORTHWEST,1.0,1,60880,0.0,1.0,Supermarket/Grocery Store,54.0,14736775.0,0.0,8125218.0,6168753.0,384.27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,2016,NonResidential,Collins Building,DOWNTOWN,1.0,5,50176,0.0,1.0,Office,77.0,2933288.75,0.0,2836654.0,96634.0,24.91,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2016,NonResidential,Smith Tower,DOWNTOWN,1.0,42,304346,0.0,1.0,Office,72.0,24880988.0,1014422.375,11239744.0,11008077.0,741.3,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2016,NonResidential,Dawn Food Products,GREATER DUWAMISH,1.0,1,128800,0.0,1.0,Non-Refrigerated Warehouse,97.0,2098949.75,0.0,371850.0,1437252.0,78.92,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2016,NonResidential,Skinner Building,DOWNTOWN,1.0,8,321945,0.0,1.0,Office,76.0,14072349.0,3700629.75,9955956.0,0.0,355.05,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,2016,NonResidential,IBM-COS,DOWNTOWN,1.0,22,336330,0.0,1.0,Office,77.0,19730534.0,5370612.0,13134207.0,462194.0,530.66,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,2016,NonResidential,Puget Sound Plaza,DOWNTOWN,1.0,21,298426,0.0,1.0,Office,79.0,28559888.0,12760971.0,14315950.0,0.0,1084.79,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2016,NonResidential,Rainier Tower,DOWNTOWN,1.0,42,635824,0.0,1.0,Office,69.0,48479988.0,0.0,48479982.0,0.0,337.97,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2016,NonResidential,Fairmont Olympic Seattle,DOWNTOWN,1.0,12,542305,0.0,1.0,Hotel,45.0,57051236.0,28438884.0,24078107.0,3968211.0,2573.75,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2016,NonResidential,RAINIER ELECTRONICS LLC,SOUTHEAST,1.0,2,291940,0.0,1.0,Retail Store,80.0,12080064.0,0.0,9933861.0,1754739.0,162.45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,2016,NonResidential,Thaw Building,GREATER DUWAMISH,0.0,1,88400,0.0,1.0,Non-Refrigerated Warehouse,42.0,4811200.0,0.0,2530658.0,1852442.0,116.03,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2016,NonResidential,Linden Bldg,NORTHWEST,1.0,1,52311,0.0,1.0,Non-Refrigerated Warehouse,96.0,1109137.125,0.0,16765.0,913847.0,48.65,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2016,NonResidential,500 Yale,LAKE UNION,1.0,5,141131,0.4939382559466028,0.5060617440533972,Parking,-1.0,3085814.0,0.0,3085813.0,0.0,21.51,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2016,NonResidential,501 Eastlake Ave. (ID394) Republican Building,LAKE UNION,1.0,5,176532,0.3969082092765051,0.6030917907234948,Office,60.0,5803409.0,0.0,5803409.0,0.0,40.46,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2016,NonResidential,Ferguson Terminal,BALLARD,1.0,1,52500,0.0,1.0,Non-Refrigerated Warehouse,2.0,4243867.0,0.0,3064777.0,924621.0,70.47,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2016,NonResidential,SBC396,BALLARD,1.0,2,57300,0.0,1.0,Non-Refrigerated Warehouse,55.0,5095134.5,0.0,1853914.0,2706578.0,156.67,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2016,NonResidential,2601 Elliott Avenue,DOWNTOWN,1.0,6,350310,0.0,1.0,Office,90.0,18102026.0,0.0,15974366.0,2127656.0,224.36,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2016,NonResidential,1201 Third Avenue,DOWNTOWN,1.0,55,1400000,0.20357142857142857,0.7964285714285714,Office,92.0,55140300.0,2179487.75,49472833.0,1426840.0,588.9,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2016,NonResidential,WAC aggregate,DOWNTOWN,1.0,21,305548,0.0,1.0,Hotel,58.0,34527356.0,16284570.0,14578058.0,2866705.0,1510.85,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2016,NonResidential,US Bank Centre,DOWNTOWN,1.0,46,1536606,0.3335975520074762,0.6664024479925238,Office,89.0,58506844.0,0.0,53668061.0,2938070.0,530.18,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2016,NonResidential,Logan Building,DOWNTOWN,1.0,10,135918,0.0,1.0,Office,91.0,6771618.5,2121203.0,4302353.0,0.0,193.72,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2016,NonResidential,O'Shea Building,DOWNTOWN,1.0,4,79957,0.0,1.0,Retail Store,25.0,5171529.0,0.0,5252130.0,0.0,36.61,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405,2016,NonResidential,The Decatur,DOWNTOWN,1.0,4,127268,0.0,1.0,Office,71.0,7711757.5,714523.6875,6039805.0,957428.0,148.11,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2016,NonResidential,520 Pike Tower,DOWNTOWN,1.0,29,500000,0.0,1.0,Office,93.0,19249572.0,0.0,18848777.0,0.0,131.4,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2016,NonResidential,Fourth and Pike Building,DOWNTOWN,0.0,10,132326,0.0,1.0,Office,72.0,6146691.5,328247.0938,5698221.0,2551.0,65.2,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2016,NonResidential,Washington Federal,DOWNTOWN,1.0,6,109830,0.12018574160065555,0.8798142583993445,Office,45.0,7335905.5,0.0,7335905.0,0.0,51.14,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2016,NonResidential,Motif Seattle,DOWNTOWN,0.0,19,332067,0.17851819060611263,0.8214818093938874,Hotel,6.0,37984148.0,15586014.0,19800542.0,2398995.0,1468.5,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2016,NonResidential,Joshua Green Building,DOWNTOWN,1.0,10,130513,0.0,1.0,Office,49.0,11792293.0,631029.0,6846996.0,4173175.0,318.08,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2016,NonResidential,MiKen Building,DOWNTOWN,1.0,8,60660,0.0,1.0,Office,-1.0,2586116.0,0.0,2586116.0,0.0,18.03,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2016,NonResidential,(ID413) JOSEPH VANCE BLDG,DOWNTOWN,1.0,14,137350,0.0,1.0,Office,89.0,6825027.0,2258855.25,4107229.0,0.0,202.99,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2016,NonResidential,Onni 1411 Fourth Development LP,DOWNTOWN,1.0,15,151039,0.0,1.0,Office,84.0,0.0,2850077.75,2596546.0,0.0,238.09,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2016,NonResidential,Century Square - COS Compliance,DOWNTOWN,1.0,30,755000,0.17836026490066226,0.8216397350993377,Office,72.0,53974556.0,519390.0,43199963.0,8506844.0,793.05,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2016,NonResidential,Chromer Building,DOWNTOWN,1.0,4,63540,0.0,1.0,Office,72.0,3564626.75,0.0,2428286.0,1090173.0,74.83,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2016,NonResidential,Melbourne Tower,DOWNTOWN,1.0,10,130893,0.0,1.0,Office,80.0,7163323.5,0.0,6962072.0,0.0,48.54,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2016,NonResidential,Harold Poll Building,DOWNTOWN,1.0,5,79920,0.0,1.0,Office,-1.0,2977095.25,0.0,3009464.0,0.0,20.98,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2016,NonResidential,Meridian (West),DOWNTOWN,1.0,6,147852,0.5845642940237534,0.4154357059762465,Parking,-1.0,9671619.0,0.0,7122619.0,2548999.0,185.03,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2016,NonResidential,Meridian (East),DOWNTOWN,0.0,4,267335,0.6245347597583556,0.3754652402416444,Parking,-1.0,7378420.5,0.0,5169902.0,2103253.0,147.75,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2016,NonResidential,Two Union Square,DOWNTOWN,1.0,56,1605578,0.2428159827800331,0.7571840172199669,Office,97.0,50984500.0,915654.875,46081813.0,2520230.0,525.78,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2016,NonResidential,One Union Square,DOWNTOWN,1.0,36,794592,0.0,1.0,Office,96.0,27340878.0,0.0,26031451.0,658204.0,216.43,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2016,NonResidential,PARK PLACE OFFICE BLDG (ID424),DOWNTOWN,1.0,21,456304,0.20425856446579474,0.7957414355342053,Office,74.0,20421248.0,0.0,19397322.0,0.0,135.23,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2016,NonResidential,First and Stewart,DOWNTOWN,1.0,12,115857,0.13067833622482888,0.8693216637751711,Office,89.0,4757299.5,0.0,4757299.0,0.0,33.17,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2016,NonResidential,World Trade Center West,DOWNTOWN,1.0,4,87500,0.2,0.8,Office,72.0,4549892.0,0.0,4549891.0,0.0,31.72,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2016,NonResidential,World Trade Center East-Seattle,DOWNTOWN,1.0,11,374405,0.49351905022635917,0.5064809497736409,Office,72.0,13329024.0,0.0,13329022.0,0.0,92.92,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2016,NonResidential,Lenora,DOWNTOWN,1.0,12,193500,0.19638242894056848,0.8036175710594315,Other,-1.0,14436982.0,0.0,14436981.0,0.0,100.65,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2016,NonResidential,Terminal Sales Building,DOWNTOWN,1.0,11,102846,0.0,1.0,Office,96.0,6047637.0,3480880.75,1846369.0,0.0,281.55,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2016,NonResidential,The Marshall Building,DOWNTOWN,1.0,4,52800,0.0,1.0,Office,83.0,2500323.75,0.0,1831932.0,597088.0,44.48,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2016,NonResidential,(71367A) SEATTLE Macy's,DOWNTOWN,1.0,8,861702,0.0,1.0,Retail Store,-1.0,17666646.0,2927935.25,14736955.0,1753.0,328.83,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434,2016,NonResidential,Benaroya Research Institute at Virginia Mason,EAST,1.0,5,206950,0.470645083353467,0.529354916646533,Other,-1.0,19105426.0,1631750.25,17663475.0,0.0,249.09,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
